nm, A
600,000000, 0,025563
599,000000, 0,030084
598,000000, 0,030587
597,000000, 0,031200
596,000000, 0,030495
595,000000, 0,029593
594,000000, 0,030592
593,000000, 0,030968
592,000000, 0,030108
591,000000, 0,029903
590,000000, 0,031514
589,000000, 0,031291
588,000000, 0,029853
587,000000, 0,030600
586,000000, 0,031403
585,000000, 0,031029
584,000000, 0,030226
583,000000, 0,030929
582,000000, 0,031411
581,000000, 0,030750
580,000000, 0,030209
579,000000, 0,030281
578,000000, 0,031160
577,000000, 0,030776
576,000000, 0,030808
575,000000, 0,031491
574,000000, 0,031130
573,000000, 0,030773
572,000000, 0,030706
571,000000, 0,031014
570,000000, 0,030603
569,000000, 0,030287
568,000000, 0,031560
567,000000, 0,031622
566,000000, 0,030867
565,000000, 0,030084
564,000000, 0,031148
563,000000, 0,031481
562,000000, 0,030742
561,000000, 0,031072
560,000000, 0,030391
559,000000, 0,031450
558,000000, 0,030775
557,000000, 0,032806
556,000000, 0,030556
555,000000, 0,031911
554,000000, 0,030664
553,000000, 0,030885
552,000000, 0,031794
551,000000, 0,029732
550,000000, 0,032212
549,000000, 0,031473
548,000000, 0,031731
547,000000, 0,031560
546,000000, 0,031231
545,000000, 0,032258
544,000000, 0,030364
543,000000, 0,032350
542,000000, 0,031085
541,000000, 0,032549
540,000000, 0,030871
539,000000, 0,032908
538,000000, 0,031771
537,000000, 0,032821
536,000000, 0,031227
535,000000, 0,032862
534,000000, 0,031212
533,000000, 0,032308
532,000000, 0,031635
531,000000, 0,033110
530,000000, 0,032810
529,000000, 0,032734
528,000000, 0,032869
527,000000, 0,032144
526,000000, 0,033781
525,000000, 0,032149
524,000000, 0,033619
523,000000, 0,033239
522,000000, 0,034188
521,000000, 0,033766
520,000000, 0,033615
519,000000, 0,034792
518,000000, 0,033578
517,000000, 0,034413
516,000000, 0,033914
515,000000, 0,034956
514,000000, 0,035048
513,000000, 0,034572
512,000000, 0,036345
511,000000, 0,035674
510,000000, 0,036392
509,000000, 0,036070
508,000000, 0,036168
507,000000, 0,037616
506,000000, 0,036361
505,000000, 0,037450
504,000000, 0,037768
503,000000, 0,038099
502,000000, 0,038684
501,000000, 0,037963
500,000000, 0,039442
499,000000, 0,039514
498,000000, 0,039547
497,000000, 0,040637
496,000000, 0,040475
495,000000, 0,041659
494,000000, 0,041505
493,000000, 0,041492
492,000000, 0,043441
491,000000, 0,042662
490,000000, 0,042979
489,000000, 0,044013
488,000000, 0,043671
487,000000, 0,044749
486,000000, 0,044816
485,000000, 0,045428
484,000000, 0,047060
483,000000, 0,046230
482,000000, 0,047366
481,000000, 0,048697
480,000000, 0,048730
479,000000, 0,049278
478,000000, 0,048682
477,000000, 0,050094
476,000000, 0,051271
475,000000, 0,050555
474,000000, 0,052059
473,000000, 0,052720
472,000000, 0,052713
471,000000, 0,053305
470,000000, 0,053335
469,000000, 0,054748
468,000000, 0,054917
467,000000, 0,054604
466,000000, 0,056748
465,000000, 0,057685
464,000000, 0,057108
463,000000, 0,058283
462,000000, 0,058969
461,000000, 0,058649
460,000000, 0,059318
459,000000, 0,059855
458,000000, 0,060240
457,000000, 0,061423
456,000000, 0,061900
455,000000, 0,061612
454,000000, 0,062886
453,000000, 0,064103
452,000000, 0,063111
451,000000, 0,062835
450,000000, 0,064525
449,000000, 0,064769
448,000000, 0,064100
447,000000, 0,065121
446,000000, 0,066850
445,000000, 0,066564
444,000000, 0,065668
443,000000, 0,066407
442,000000, 0,067577
441,000000, 0,066899
440,000000, 0,065942
439,000000, 0,066767
438,000000, 0,068211
437,000000, 0,068288
436,000000, 0,067584
435,000000, 0,067599
434,000000, 0,068005
433,000000, 0,068405
432,000000, 0,067668
431,000000, 0,067303
430,000000, 0,068180
429,000000, 0,068544
428,000000, 0,068408
427,000000, 0,067509
426,000000, 0,067584
