nm, A
425,000000, 0,067902
424,000000, 0,068155
423,000000, 0,068019
422,000000, 0,067530
421,000000, 0,067122
420,000000, 0,067417
419,000000, 0,068269
418,000000, 0,067958
417,000000, 0,067395
416,000000, 0,066963
415,000000, 0,066917
414,000000, 0,067637
413,000000, 0,067984
412,000000, 0,067240
411,000000, 0,067106
410,000000, 0,067147
409,000000, 0,067581
408,000000, 0,067597
407,000000, 0,068066
406,000000, 0,068954
405,000000, 0,068926
404,000000, 0,068624
403,000000, 0,069426
402,000000, 0,071284
401,000000, 0,072507
400,000000, 0,073955
399,000000, 0,076044
398,000000, 0,078667
397,000000, 0,081362
396,000000, 0,084113
395,000000, 0,088187
394,000000, 0,093695
393,000000, 0,099406
392,000000, 0,105417
391,000000, 0,113550
390,000000, 0,122815
389,000000, 0,132341
388,000000, 0,143980
387,000000, 0,155427
386,000000, 0,172876
385,000000, 0,190011
384,000000, 0,206834
383,000000, 0,225299
382,000000, 0,245074
381,000000, 0,264877
380,000000, 0,288048
379,000000, 0,311865
378,000000, 0,331524
377,000000, 0,352348
376,000000, 0,375277
375,000000, 0,398590
374,000000, 0,421171
373,000000, 0,442882
372,000000, 0,464509
371,000000, 0,483111
370,000000, 0,501659
369,000000, 0,520259
368,000000, 0,537644
367,000000, 0,555358
366,000000, 0,571024
365,000000, 0,587490
364,000000, 0,601988
363,000000, 0,615413
362,000000, 0,629983
361,000000, 0,644664
360,000000, 0,657619
359,000000, 0,672688
358,000000, 0,684238
357,000000, 0,697026
356,000000, 0,709499
355,000000, 0,718221
354,000000, 0,729811
353,000000, 0,738354
352,000000, 0,744279
351,000000, 0,748019
350,000000, 0,749878
349,000000, 0,750507
348,000000, 0,749070
347,000000, 0,744996
346,000000, 0,740373
345,000000, 0,736141
344,000000, 0,727481
343,000000, 0,721595
342,000000, 0,714452
341,000000, 0,707621
340,000000, 0,700370
339,000000, 0,690873
338,000000, 0,682870
337,000000, 0,674492
336,000000, 0,666257
335,000000, 0,655077
334,000000, 0,642729
333,000000, 0,629874
332,000000, 0,613373
331,000000, 0,599262
330,000000, 0,583752
329,000000, 0,566770
328,000000, 0,551931
327,000000, 0,536022
326,000000, 0,522630
325,000000, 0,506049
324,000000, 0,493898
323,000000, 0,477476
322,000000, 0,463445
321,000000, 0,448193
320,000000, 0,434136
319,000000, 0,418134
318,000000, 0,402530
317,000000, 0,390991
316,000000, 0,375618
315,000000, 0,362873
314,000000, 0,350321
313,000000, 0,336913
312,000000, 0,326473
311,000000, 0,316748
310,000000, 0,305430
309,000000, 0,296066
308,000000, 0,285232
307,000000, 0,276406
306,000000, 0,268399
305,000000, 0,261882
304,000000, 0,253936
303,000000, 0,246706
302,000000, 0,239911
301,000000, 0,233246
300,000000, 0,228670
299,000000, 0,223884
298,000000, 0,218703
297,000000, 0,214663
296,000000, 0,210960
295,000000, 0,207105
294,000000, 0,205500
293,000000, 0,202582
292,000000, 0,200413
291,000000, 0,199464
290,000000, 0,199299
289,000000, 0,199857
288,000000, 0,200683
287,000000, 0,207178
286,000000, 0,218536
285,000000, 0,241609
284,000000, 0,278715
283,000000, 0,343329
282,000000, 0,449354
281,000000, 0,624262
280,000000, 0,903785
279,000000, 1,340243
278,000000, 1,995890
277,000000, 2,960823
276,000000, 10,000000
275,000000, 10,000000
274,000000, 10,000000
273,000000, 10,000000
272,000000, 10,000000
271,000000, 10,000000
270,000000, 10,000000
269,000000, 10,000000
268,000000, 10,000000
267,000000, 10,000000
266,000000, 10,000000
265,000000, 10,000000
264,000000, 10,000000
263,000000, 10,000000
262,000000, 10,000000
261,000000, 10,000000
260,000000, 10,000000
259,000000, 10,000000
258,000000, 10,000000
257,000000, 10,000000
256,000000, 10,000000
255,000000, 10,000000
254,000000, 10,000000
253,000000, 10,000000
252,000000, 10,000000
251,000000, 10,000000
250,000000, 10,000000
