nm, A
600,000000, 0,025926
599,000000, 0,030671
598,000000, 0,030593
597,000000, 0,030455
596,000000, 0,030313
595,000000, 0,029841
594,000000, 0,030435
593,000000, 0,030473
592,000000, 0,030275
591,000000, 0,030724
590,000000, 0,031114
589,000000, 0,030220
588,000000, 0,030239
587,000000, 0,030958
586,000000, 0,030600
585,000000, 0,030453
584,000000, 0,030722
583,000000, 0,031595
582,000000, 0,031310
581,000000, 0,030566
580,000000, 0,030833
579,000000, 0,031302
578,000000, 0,030866
577,000000, 0,030277
576,000000, 0,031243
575,000000, 0,031839
574,000000, 0,030831
573,000000, 0,030605
572,000000, 0,031488
571,000000, 0,031552
570,000000, 0,030648
569,000000, 0,030953
568,000000, 0,031735
567,000000, 0,031976
566,000000, 0,031169
565,000000, 0,030511
564,000000, 0,031817
563,000000, 0,032132
562,000000, 0,031394
561,000000, 0,031329
560,000000, 0,030628
559,000000, 0,032136
558,000000, 0,031383
557,000000, 0,033374
556,000000, 0,031272
555,000000, 0,032780
554,000000, 0,031502
553,000000, 0,031852
552,000000, 0,032917
551,000000, 0,030628
550,000000, 0,033001
549,000000, 0,032440
548,000000, 0,033203
547,000000, 0,032785
546,000000, 0,032133
545,000000, 0,034248
544,000000, 0,032988
543,000000, 0,034242
542,000000, 0,032609
541,000000, 0,034750
540,000000, 0,033307
539,000000, 0,034336
538,000000, 0,032863
537,000000, 0,035190
536,000000, 0,033864
535,000000, 0,035016
534,000000, 0,033406
533,000000, 0,035623
532,000000, 0,035297
531,000000, 0,035659
530,000000, 0,034962
529,000000, 0,035719
528,000000, 0,036095
527,000000, 0,034894
526,000000, 0,036462
525,000000, 0,035963
524,000000, 0,037665
523,000000, 0,036684
522,000000, 0,037914
521,000000, 0,038446
520,000000, 0,038499
519,000000, 0,039226
518,000000, 0,038295
517,000000, 0,039967
516,000000, 0,039479
515,000000, 0,040122
514,000000, 0,040340
513,000000, 0,040512
512,000000, 0,042372
511,000000, 0,041442
510,000000, 0,042803
509,000000, 0,043086
508,000000, 0,043424
507,000000, 0,044381
506,000000, 0,043382
505,000000, 0,044824
504,000000, 0,045179
503,000000, 0,045607
502,000000, 0,046580
501,000000, 0,046508
500,000000, 0,048471
499,000000, 0,048966
498,000000, 0,049172
497,000000, 0,050572
496,000000, 0,050754
495,000000, 0,051938
494,000000, 0,051789
493,000000, 0,051822
492,000000, 0,054325
491,000000, 0,054534
490,000000, 0,055383
489,000000, 0,056805
488,000000, 0,057205
487,000000, 0,058744
486,000000, 0,059033
485,000000, 0,059474
484,000000, 0,061546
483,000000, 0,061472
482,000000, 0,062385
481,000000, 0,063784
480,000000, 0,064587
479,000000, 0,065937
478,000000, 0,065611
477,000000, 0,067178
476,000000, 0,069166
475,000000, 0,069282
474,000000, 0,070911
473,000000, 0,071601
472,000000, 0,072540
